-0.05943,1.57336,9.39539,2
0.05824,1.61258,10.37605,2
-0.0006,1.59297,10.14069,2
0.01901,1.4753,9.76804,2
0.03862,1.338,9.51306,2
0.11708,1.27916,9.5719,2
0.17592,1.22032,9.74843,2
0.11708,1.23993,9.80727,2
0.11708,1.22032,9.74843,2
0.25438,1.18109,9.66997,2
0.43089,1.06342,9.55229,2
0.54857,0.96535,9.47383,2
0.50934,1.04381,9.5719,2
0.48973,1.08302,9.66997,2
0.4505,1.14186,9.68958,2
0.4505,1.18109,9.43462,2
0.52896,1.20071,9.33655,2
0.5878,1.14186,9.23848,2
0.74471,1.10265,9.37576,2
0.82315,1.12225,9.55229,2
0.882,1.14186,9.68958,2
1.03891,1.14186,9.65036,2
1.01929,1.20071,9.61113,2
1.05852,1.16148,9.55229,2
0.98007,1.14186,9.74843,2
0.94084,0.98495,10.12108,2
0.84277,0.98495,10.43489,2
0.56819,1.04381,10.6114,2
0.50934,1.06342,10.55257,2
0.62703,0.90651,10.43489,2
0.78394,0.88689,10.23875,2
0.86238,0.84767,10.12108,2
0.882,0.84767,9.94455,2
0.74471,1.00458,9.80727,2
0.62703,1.00458,9.74843,2
0.68587,1.04381,9.74843,2
0.86238,0.98495,9.8661,2
0.92122,0.86728,9.94455,2
0.98007,0.78883,9.98378,2
1.01929,0.86728,9.92494,2
0.96045,1.02419,10.02301,2
0.66624,1.20071,10.33682,2
0.39166,1.22032,10.63103,2
0.13669,1.29877,10.6114,2
-0.13789,1.29877,10.53296,2
-0.23596,1.22032,10.47412,2
-0.21635,1.12225,10.4545,2
-0.19673,0.98495,10.53296,2
-0.1575,0.84767,10.67024,2
-0.1575,0.78883,10.63103,2
-0.21635,0.82805,10.17992,2
-0.27519,1.00458,9.53267,2
-0.31441,1.20071,9.06195,2
-0.33403,1.25955,8.9639,2
-0.41248,1.27916,9.17964,2
-0.37326,1.39684,9.35616,2
-0.27519,1.4753,9.45422,2
-0.17712,1.57336,9.29732,2
-0.07906,1.71065,9.14041,2
-0.07906,1.82834,8.9639,2
0.03862,1.88718,8.6893,2
0.01901,1.94601,8.45395,2
-0.11829,2.04408,8.25781,2
-0.21635,2.12253,8.31665,2
-0.27519,2.20099,8.53239,2
-0.09866,2.10292,8.88544,2
0.07785,1.86755,9.04234,2
0.05824,1.73027,9.35616,2
-0.11829,1.76949,9.76804,2
-0.23596,1.69104,10.02301,2
-0.27519,1.57336,10.4545,2
-0.27519,1.51453,10.92522,2
0.01901,1.51453,11.29787,2
0.25438,1.67143,11.10175,2
0.25438,1.88718,10.55257,2
0.19553,2.18137,9.96417,2
-0.05943,2.20099,9.72881,2
-0.11829,1.78911,10.25836,2
-0.07906,1.08302,11.02328,2
0.13669,0.57307,11.4744,2
0.47012,0.33772,11.23903,2
0.7251,0.35733,10.49373,2
0.84277,0.65154,9.66997,2
0.68587,0.98495,9.14041,2
0.47012,1.18109,8.98351,2
0.21515,1.27916,8.98351,2
0.07785,1.41646,9.23848,2
0.05824,1.4753,9.35616,2
0.17592,1.4949,9.27771,2
0.33282,1.39684,9.35616,2
0.4505,1.23993,9.45422,2
0.54857,1.20071,9.55229,2
0.5878,1.14186,9.63074,2
0.56819,1.08302,9.55229,2
0.41129,1.25955,9.25809,2
0.21515,1.41646,8.90504,2
0.15631,1.41646,8.72853,2
0.25438,1.27916,8.9639,2
0.23476,1.14186,9.53267,2
0.23476,0.92612,10.04262,2
0.05824,0.69077,10.17992,2
-0.1575,0.5927,10.02301,2
-0.21635,0.71037,9.94455,2
-0.19673,0.92612,10.04262,2
-0.03983,1.12225,9.84648,2
-0.13789,1.27916,9.5719,2
-0.19673,1.35762,9.61113,2
-0.21635,1.27916,10.31721,2
-0.25557,1.338,10.86638,2
-0.19673,1.59297,10.90561,2
-0.1575,1.65181,10.55257,2
-0.0006,1.45567,10.29759,2
0.01901,1.10265,10.12108,2
-0.03983,1.14186,10.02301,2
-0.23596,1.29877,9.96417,2
-0.49094,1.4753,9.8661,2
-0.82436,1.65181,9.68958,2
-1.02049,1.69104,9.21886,2
-0.86359,1.67143,8.72853,2
-0.68707,1.55374,8.39511,2
-0.66745,1.55374,8.21858,2
-0.70668,1.69104,8.06168,2
-0.74591,1.78911,8.21858,2
-0.74591,1.98524,8.51279,2
-0.64784,2.00485,8.76776,2
-0.56938,1.86755,9.23848,2
-0.27519,1.59297,9.92494,2
0.09747,1.31839,10.6114,2
0.35243,1.06342,11.08212,2
0.37206,1.02419,11.37633,2
-0.02022,1.27916,11.18019,2
-0.41248,1.67143,10.72908,2
-0.56938,1.90678,10.35643,2
-0.41248,1.71065,10.04262,2
-0.1575,1.23993,10.06224,2
-0.0006,0.80844,10.55257,2
0.19553,0.6123,11.02328,2
0.33282,0.6123,10.94484,2
0.43089,0.71037,10.4545,2
0.41129,0.80844,10.16031,2
0.27399,0.80844,10.16031,2
0.11708,0.82805,10.19952,2
-0.03983,0.86728,9.90533,2
-0.1575,1.12225,9.37576,2
-0.13789,1.31839,8.80698,2
-0.02022,1.37723,8.51279,2
0.07785,1.25955,8.61086,2
0.29359,1.12225,9.02274,2
0.52896,1.06342,9.10118,2
0.52896,1.12225,8.8266,2
0.43089,1.29877,8.6893,2
0.21515,1.4753,8.90504,2
0.11708,1.35762,9.51306,2
0.19553,1.12225,10.35643,2
0.37206,0.90651,10.86638,2
0.39166,0.94574,10.96445,2
0.37206,0.96535,10.94484,2
0.07785,1.16148,10.82715,2
-0.35364,1.4753,10.80754,2
-0.56938,1.74988,10.7487,2
-0.4321,1.71065,10.35643,2
-0.25557,1.67143,9.82687,2
-0.41248,1.73027,9.39539,2
-0.64784,1.65181,9.80727,2
-0.82436,1.37723,10.29759,2
-0.589,1.16148,10.31721,2
-0.35364,1.12225,9.78764,2
-0.1575,1.45567,9.04234,2
-0.13789,1.69104,8.72853,2
-0.13789,1.59297,8.78737,2
-0.09866,1.37723,9.00311,2
-0.02022,1.25955,9.16002,2
-0.1575,1.25955,9.16002,2
-0.33403,1.22032,9.27771,2
-0.39287,1.22032,9.27771,2
-0.41248,1.31839,9.08157,2
-0.37326,1.37723,8.84621,2
-0.2948,1.4949,8.88544,2
-0.45171,1.6322,8.84621,2
-0.62822,1.78911,8.66969,2
-0.74591,1.98524,8.27742,2
-0.76552,2.08331,8.15974,2
-0.66745,2.00485,8.53239,2
-0.31441,1.73027,9.33655,2
0.07785,1.4949,10.10146,2
0.39166,1.22032,10.51334,2
0.48973,1.18109,10.63103,2
0.47012,1.06342,10.78793,2
0.35243,1.25955,10.90561,2
0.29359,1.55374,10.6114,2
0.13669,1.74988,10.12108,2
-0.25557,1.82834,10.16031,2
-0.41248,1.57336,11.00368,2
-0.31441,1.06342,11.72937,2
0.07785,0.67114,11.51363,2
0.4505,0.5927,10.63103,2
0.56819,0.82805,9.5719,2
0.39166,1.14186,9.10118,2
0.15631,1.338,9.55229,2
-0.1575,1.22032,10.16031,2
-0.23596,1.00458,10.31721,2
-0.11829,0.82805,10.19952,2
